external_ref,transaction_at,transaction_date,transaction_week,transaction_month,source,country,currency_local,amount_local,amount_usd,is_accepted,is_cvv_provided,is_active,has_chargeback,is_missing_chargeback
CRVPWibLeYt98drm2aZaF,2019-01-18 19:12:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,16652.69,20157.5,True,False,True,False,False
w5o_WHs0kprl_vosuicb6,2019-01-18 00:00:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20018.33,22400.83,False,False,True,False,False
Q-l1cBLHdv9PlP8ue1A6r,2019-01-18 04:48:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20645.06,23102.15,False,False,True,False,False
ueINjDNDeazSp8j43iSbz,2019-01-18 09:36:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20700.21,23163.86,True,False,True,True,False
xZyY1pADOEphRqw8SaMy5,2019-01-18 14:24:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21005.77,23505.79,True,False,True,False,False
tSX5d6EnbEOXZG31vvVt_,2019-01-18 19:12:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20741.37,23209.92,True,False,True,False,False
ic4RO-Ov17mT9wuKw1gBm,2019-01-18 00:00:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,15300.16,10565.19,True,False,True,False,False
JKXHeM-xZQv4ldWp3fN4w,2019-01-18 04:48:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,15897.35,10977.57,True,False,True,False,False
pbHK-a-VdnGpP3AuZYF1B,2019-01-18 09:36:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16498.17,11392.45,True,False,True,False,False
gk8wb2_db7ZyRQa7wfU_y,2019-01-18 14:24:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16481.31,11380.81,True,False,True,False,False
fvOfjn8T4CQ9viLtQJfqH,2019-01-18 19:12:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16519.34,11407.07,True,False,True,True,False
gF4LQvN-mvNE7xBMzJmuS,2019-01-18 00:00:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18095.46,18095.46,True,False,True,True,False
gk6Eks2h1rOypPWG1T-e1,2019-01-18 04:48:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18370.64,18370.64,True,False,True,False,False
SzfggOAl-wnuOBaECWFFa,2019-01-18 09:36:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18556.84,18556.84,False,False,True,False,False
0rdQ663QPXeJqShb73MpL,2019-01-18 14:24:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18642.8,18642.8,False,False,True,False,False
yUtk7FOhznsSsU8auVtQi,2019-01-18 19:12:00,2019-01-18,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18351.64,18351.64,True,False,True,False,False
57KyFZYer4xjo-T13m5hr,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,US,USD,18900.44,18900.44,True,False,True,False,False
TlwaN2uswltuEb6NmRQ4Q,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,US,USD,19477.23,19477.23,False,False,True,False,False
zsJsLdInixizdgCBOtKYg,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,US,USD,19987.82,19987.82,True,False,True,False,False
fc3AW3htT8wpoxrRT0eTz,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,US,USD,20021.69,20021.69,True,False,True,False,False
mxJUyGGoh7p3GnofU73_d,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,US,USD,20439.75,20439.75,False,False,True,False,False
OjP0xG7MAoShtiajqGGjx,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,15952.21,635.36,True,False,True,False,False
GhlrxH5BWKsZWEPcoxsb4,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,15759.88,627.7,False,False,True,False,False
giIURVct9IdHQxz_KLkRE,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,15615.78,621.96,False,False,True,False,False
jETB3QKqrKgBt7kbTrjKc,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16093.26,640.98,True,False,True,False,False
ZQ7__QDdybcC01mNIb9lB,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16519.39,657.95,True,False,True,False,False
Kq3nvFLLRX59RRdpnhl1r,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,16454.62,20009.84,True,False,True,False,False
cetBCg1WwT2vnWs6ysViJ,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,17055.86,20740.98,True,False,True,False,False
mcdhOsOw0jiMDgTybj9j-,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,17442.64,21211.33,False,False,True,False,False
H-ll2Hy7iNIgJwcfF1N3z,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,17641.17,21452.76,True,False,True,False,False
Sf4Vyf7Vu3tXN9_LK2gK6,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,17529.21,21316.61,True,False,True,False,False
_orD_q8g3tlLybPlhdkrw,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21049.75,23830.96,True,False,True,False,False
ab9SoMYTpRlVlV3fUDJVf,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20843.26,23597.19,True,False,True,False,False
IkpDuN9s-ep6CaowaZ8K8,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20945.97,23713.47,True,False,True,False,False
dUHIuy_ToIPG5inLvA_V9,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20970.85,23741.64,True,False,True,False,False
BgKpuCG4wdZmV19X3MIGt,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21005.17,23780.49,True,False,True,True,False
F8nP64cHfBs1qlMxpUtk9,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16431.96,11410.18,True,False,True,True,False
aZ3kBMv-6ftBa5eGQh7Oo,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16821.94,11680.98,True,False,True,False,False
5LVaCtk-DM7r3X085o338,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17190.22,11936.71,True,False,True,False,False
KiZY9kaobbBsMgMcVurU8,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17024.65,11821.74,True,False,True,False,False
kJfZv8n2QhgP3K_TX5xEV,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16975.44,11787.56,True,False,True,False,False
I9vDn6_7uWOywu_-kpokp,2019-01-19 00:00:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,18831.74,18831.74,True,False,True,False,False
_cXgmk1M1FLw0FGRPWzHy,2019-01-19 04:48:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,19103.3,19103.3,True,False,True,False,False
jIfiqLZAyEXfo3ncjzi6b,2019-01-19 09:36:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,19028.66,19028.66,True,False,True,False,False
XjIXll9a9E4v65ShBuf-O,2019-01-19 14:24:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,19725.43,19725.43,True,False,True,False,False
YTYcOM1pYMb3aOHOHifGT,2019-01-19 19:12:00,2019-01-19,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,19886.39,19886.39,True,False,True,True,False
WVLq1WdUjBDwLbYSsu04N,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,US,USD,20373.77,20373.77,True,False,True,False,False
3yJYfzC68voNL4tMaFcCp,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,US,USD,20891.89,20891.89,True,False,True,False,False
9O8lcMUQo2wnA6gJtaNxs,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,US,USD,21554.21,21554.21,False,False,True,False,False
sWmxy7YmXq5v7a_LcMx2f,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,US,USD,21328.41,21328.41,True,False,True,False,False
9fmYi4kmBBZ3nohpar7zp,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,US,USD,21974.75,21974.75,True,False,True,False,False
SSsOdq0AKfESYQlm1e1KG,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16677.25,664.65,True,False,True,False,False
c3aLbnR5Sju8RUC87-HrW,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16645.71,663.39,True,False,True,False,False
xnJthSnZBsqdqRssHGLZ7,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16448.18,655.52,True,False,True,False,False
V9lUfA_fK1z23KpGE7wwT,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,16777.65,668.65,True,False,True,False,False
aNPMu_Zih3P4U1-_YcVvk,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,MX,MXN,17203.89,685.64,True,False,True,False,False
fmrs25bjRILojYiQfiJ9e,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,17925.95,21733.56,True,False,True,False,False
HkG1__nMqrwjtC62_Uz0y,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,18531.46,22467.69,True,False,True,False,False
FcLT114s1GCcy-KR7fiXV,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,18740.69,22721.36,False,False,True,False,False
v6iyaq_O71IcTlFdF-Qed,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,19157.14,23226.27,True,False,True,True,False
lPeSSAJ9jRwP5h_pLc1Kv,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,UK,GBP,19618.08,23785.11,True,False,True,False,False
AjpQGBP-Gz_Rldb_6hwpG,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,20895.92,23651.99,True,False,True,False,False
3uBzn1wEwU0qO-OjyvyQ3,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21485.42,24319.25,True,False,True,True,False
pF9cc8yGiQ7BK_zgHxWeo,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21274.43,24080.43,True,False,True,False,False
_sy6rbUdNwLPdN_9kRMyr,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21303.58,24113.42,True,False,True,False,False
YGFKA3MIouzqaDSQkWe3a,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,FR,EUR,21077.45,23857.47,False,False,True,False,False
pKZpdtmQK9uRNHmTnbjcS,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17233.2,12023.99,True,False,True,False,False
lxHVTPn0QYVUVu4M67-9R,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17278.6,12055.67,True,False,True,False,False
yjknzfG4I0tnV93wBVwQX,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,16982.02,11848.74,True,False,True,False,False
EmFQfheUjABGV1tuO_wQU,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17484.67,12199.45,False,False,True,False,False
j0vs0xHmxi0hPDb4B0a6K,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,CA,CAD,17411.2,12148.19,True,False,True,True,False
Rj_B4ib45yAhf2yzI1UU6,2019-01-20 00:00:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,19663.25,19663.25,True,False,True,False,False
SiPEy12qNOD8kJjkhz61e,2019-01-20 04:48:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,20283.89,20283.89,False,False,True,False,False
nmk28daoBvnRzVIuMEvyS,2019-01-20 09:36:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,20786.84,20786.84,True,False,True,False,False
mehKX0U9YAzKFibxkXqUy,2019-01-20 14:24:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,21372.24,21372.24,True,False,True,False,False
hGVeqpUAbOjV4rh3Q9y9p,2019-01-20 19:12:00,2019-01-20,2019-01-14,2019-01-01,GLOBALPAY,AE,USD,21637.22,21637.22,False,False,True,False,False
i6BpYDhnOdmdrZhByZkzr,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22367.11,22367.11,True,False,True,False,False
Ga-RgYVEHqcg_D8iB82WW,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22640.96,22640.96,True,False,True,False,False
cu8s8Wo0LH9DTmJ6AXGfx,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22659.62,22659.62,True,False,True,False,False
ucuSzHnCaEVsyeN2Z6oL7,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22490.31,22490.31,True,False,True,False,False
vmlvGgVJm4EKNjd9Z7Qsh,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22942.79,22942.79,True,False,True,False,False
DOgjanHrkMbe4-rrskPJR,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,17758.04,707.31,True,False,True,False,False
Zi8Xdw2tv5cOrupLiUfNr,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18262.71,727.41,True,False,True,False,False
cYlOtuWs81CK-dDxOPfIv,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18435.99,734.31,False,False,True,False,False
vRXSjl0V92x5m3m9FBk1k,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18774.09,747.78,True,False,True,False,False
YHRDGEEF4UNmhS2-Gclna,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19157.51,763.05,False,False,True,False,False
l3wNcvH5UQTG3QKgelL0p,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,19365.15,23470.42,True,False,True,False,False
Y8RXvl8vIkeBPhzqppRuO,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,19282.29,23369.99,True,False,True,False,False
SSzL5TKsd8X5p-h6UaZVR,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,19937.95,24164.64,False,False,True,False,False
yonHYPzCh_uW9hRFAYnzQ,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,20514.68,24863.64,True,False,True,False,False
UhYlpsdgGOZjpriBE1q7g,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,20809.31,25220.73,False,False,True,False,False
vZH32ldxvxfNftPW21Ujz,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,20918.59,23573.03,True,False,True,False,False
LobiXnw0BTd5gq8pNI6Jd,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,21422.29,24140.64,True,False,True,False,False
fzagA5bkCoBmIKQOie4Vs,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,21747.59,24507.22,True,False,True,False,False
eLbO_ygzszuRrMMgxOHnj,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,21818.62,24587.26,True,False,True,False,False
HL6Xskh07bk39pLKZatMC,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,22261.35,25086.17,False,False,True,False,False
-PjzYyxM6m_W9M-sDpXzA,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,17927.46,12557.78,False,False,True,False,False
1sQOLeS9sKcLG-6P9uBPf,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18075.6,12661.54,True,False,True,False,False
ukO8BMEeTeq3Vhiu3j6tm,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18563.32,13003.18,False,False,True,False,False
JPfzx_xKiivw-HpcdOTU8,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18446.4,12921.28,True,False,True,False,False
SmwPpyEMDAXfTBoD-bz9v,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18378.26,12873.55,True,False,True,False,False
1_8eKFJfFkBn84k2MLtko,2019-01-21 00:00:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,21943.08,21943.08,False,False,True,False,False
T_6noTpNmShU26N368ZNS,2019-01-21 04:48:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,21706.94,21706.94,False,False,True,False,False
jFXeUAVErtaGtR1w1plkg,2019-01-21 09:36:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,22328.36,22328.36,False,False,True,False,False
0h-AG5-ssMSq2fdwgMs-s,2019-01-21 14:24:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,22909.27,22909.27,True,False,True,False,False
5-0OIPdX3KAu6kD7c9e0A,2019-01-21 19:12:00,2019-01-21,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23154.14,23154.14,True,False,True,False,False
FH1BWpSEF5SIbY6f17ET6,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,US,USD,23059.73,23059.73,True,False,True,False,False
Zz0j4ZAfYlYfgYf4vOuG2,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22944.88,22944.88,True,False,True,False,False
ikkfDOKSgmNUGb0COHu-J,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,US,USD,23058.55,23058.55,True,False,True,False,False
J0WpzITqfswTisj0du1DN,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22768.54,22768.54,True,False,True,False,False
xvqNgGGqXiDae0Y5WJhke,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,US,USD,22776.57,22776.57,False,False,True,False,False
RbvqnD3gmy43VbgqE9xHt,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19072.42,759.65,True,False,True,False,False
tYNxKOt5TI_fN1uvF6wd7,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18920.95,753.62,True,False,True,False,False
TXIITc8qR9kDHsEOE4C4R,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18713.34,745.35,True,False,True,False,False
sseZaIS-pJGP2fy1GO37F,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19198.32,764.67,True,False,True,False,False
OZLSwesOM75Ej7BrMpQ3Z,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,18954.88,754.97,True,False,True,False,False
Og75NtBOE820SAxEYjXba,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21043.91,25474.4,True,False,True,False,False
5qx3LVdILqiC-uJAEMWai,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21685.55,26251.13,True,False,True,False,False
TbU8CTCmwmdWWLmLVTOwt,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21803.89,26394.38,False,False,True,False,False
3fMEaKM2icWzrlofTx8BY,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21578.71,26121.79,True,False,True,False,False
S8-W6mgsmxLSmy7snkF0d,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21467.49,25987.16,False,False,True,False,False
OBJKFU7Y4-T4a1A5yn1NU,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,22870.79,25749.86,True,False,True,False,False
1Ua7qOA8RIHRrwCCR2T3q,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,23069.93,25974.07,True,False,True,False,False
GO9cfdtKSjCJLu-hAx9lg,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,23122.89,26033.69,False,False,True,False,False
sXmzbr9_FLHWCo_iyrIhq,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,23771.01,26763.4,True,False,True,False,False
st47TgI1R9PG66yTpdEaj,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,23871.7,26876.76,False,False,True,False,False
q8g4qyzMPUg2cqSw43tYF,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18293.51,12872.72,False,False,True,False,False
2SlYWyAnkbnjjC3xAizFQ,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18565.65,13064.22,True,False,True,False,False
ldHaaCADLoR77OPnzKipI,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18378.08,12932.23,False,False,True,False,False
HhdALezvT_6BtpQxZtXDu,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,19058.02,13410.69,True,False,True,False,False
6IsTxKhEJeClTpfakrcct,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,CA,CAD,18764.28,13203.99,False,False,True,False,False
j3ZJRG1kVY6yS8kl7l7Xx,2019-01-22 00:00:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23776.4,23776.4,True,False,True,False,False
JnOPhIM6NC_IyJuJq3BAZ,2019-01-22 04:48:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23704.8,23704.8,True,False,True,False,False
tozvRBO5FNytmrkaWCr7i,2019-01-22 09:36:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23643.92,23643.92,True,False,True,False,False
cfLr3CHCc0nxEEySN0V-H,2019-01-22 14:24:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23484.66,23484.66,True,False,True,False,False
aNGOPHmTROietIQ2dPlYE,2019-01-22 19:12:00,2019-01-22,2019-01-21,2019-01-01,GLOBALPAY,AE,USD,23332.24,23332.24,True,False,True,False,False
5D7-7xZTO0AJdwD04-E_s,2019-01-23 00:00:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,US,USD,23457.5,23457.5,True,False,True,False,False
cF5sCu-AuPKqGlKc5zjc5,2019-01-23 04:48:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,US,USD,23567.81,23567.81,False,False,True,False,False
nmWBRrmJtZoHxCL1I-usm,2019-01-23 09:36:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,US,USD,23799.83,23799.83,False,False,True,False,False
pB8rXb6jB9A-iuCs-Ymtt,2019-01-23 14:24:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,US,USD,24210.95,24210.95,False,False,True,False,False
pmw6WwOVY2MER3h6IWyP2,2019-01-23 19:12:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,US,USD,24297.16,24297.16,True,False,True,False,False
CHbPNNlWOWyHJoc1YK_49,2019-01-23 00:00:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19123.29,761.68,True,False,True,False,False
9jPHKoKC_MJwcdqzKExHp,2019-01-23 04:48:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19685.07,784.06,False,False,True,False,False
zcxFuXesvh44neTAwq2oV,2019-01-23 09:36:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,20216.62,805.23,True,False,True,False,False
VifJisQxrzqbovNaH5PdX,2019-01-23 14:24:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,19994.51,796.38,True,False,True,False,False
ldjp_rjq__YcYYWdGvuMQ,2019-01-23 19:12:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,MX,MXN,20096.3,800.44,True,False,True,False,False
IObM-Co6ifipVLigQx3NF,2019-01-23 00:00:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21687.3,26406.03,True,False,True,False,False
UgKmpCTr-cTsHZvhtDniX,2019-01-23 04:48:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,21513.42,26194.31,False,False,True,False,False
7Lwnd3_lhf0jNdROpi63F,2019-01-23 09:36:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,22193.97,27022.94,True,False,True,False,False
HqD32SrblBU_u01I6Pt3m,2019-01-23 14:24:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,22054.98,26853.7,True,False,True,False,False
jXAxUtRwNkQMi42naisnL,2019-01-23 19:12:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,UK,GBP,22236.16,27074.31,False,False,True,False,False
8aui6NpnQ8TR3zcY1q1q4,2019-01-23 00:00:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,24168.06,27150.69,True,False,True,False,False
23pkyyPdkOfsDTzFVCvAA,2019-01-23 04:48:00,2019-01-23,2019-01-21,2019-01-01,GLOBALPAY,FR,EUR,24615.38,27653.22,True,False,True,False,False
